抖音主播,服装/纺织/皮革,美妙商贸（苏州）有限公司,中技/中专,8千-1万,1年,常熟
面包烘焙师,快速消费品(食品、饮料、化妆品),河北石门鲜坊食品有限公司,高中,4-8千,2年,石家庄
新能源汽车销售顾问,通信/电信/网络设备,黄石天诚信息科技有限责任公司,大专,5千-1万,1年,黄石
周大生珠宝销售导购,奢侈品/收藏品/工艺品/珠宝,武汉市东湖新技术开发区大生珠宝店,,5千-1万·13薪,2年,武汉
电话销售-企业微信授权代表,检测，认证,保定融沃企业管理咨询有限公司,中技/中专,8千-1.6万,无需经验,保定
电话客服专员,医疗设备/器械,四川精晶科技发展有限责任公司,大专,3.5-7千,无需经验,成都
运营助理,互联网/电子商务,厦门鸿瑞鑫盛电子商务有限公司,大专,5-8千,无需经验,厦门
奔驰销售顾问-永康利之星,汽车,永康利之星汽车销售服务有限公司,大专,8千-1.6万,1年,金华
商务司机,机械/设备/重工,九江消防装备有限公司,高中,5-6千,3-4年,九江
贝壳找房大平台招聘置业顾问,中介服务,宜宾念正美营销策划有限公司,中技/中专,5千-1万,2年,宜宾
总经理秘书,贸易/进出口,佛山市南海区林品贸易咨询有限公司,本科,6-8千,2年,佛山
喷粉技工,原材料和加工,宁德聚能动力电源系统技术有限公司,,7千-1万,2年,宁德
外贸助理,服装/纺织/皮革,常州缯彩纺织品有限公司,大专,4.5-7千,5-7年,常州
贝壳找房大平台&房产销售,中介服务,宜宾念正美营销策划有限公司,中技/中专,4-8千,1年,宜宾
产品工程师+五险一金+双休,电子技术/半导体/集成电路,新美亚电路( 无锡) 有限公司,本科,8千-1.5万·13薪,5-7年,无锡
副总裁助理,制药/生物工程,丽珠医药集团股份有限公司,本科,1.5-2万,3-4年,深圳
OA系统工程师,机械/设备/重工,锐奇控股股份有限公司,大专,8千-1.2万,3-4年,上海
外贸业务跟单主管,服装/纺织/皮革,广州可妮服饰有限公司,大专,9千-1.4万,3-4年,广州
物业管家,物业管理/商业中心,西安锦江物业服务有限公司,高中,2.6-4.5千·13薪,无需经验,咸阳
精神学术经理,制药/生物工程,丽珠医药集团股份有限公司,本科,20-30万/年,3-4年,北京
叉车司机,交通/运输/物流,广州能创物流有限公司,高中,5.5-8千,2年,广州
法务主管,物业管理/商业中心,上海东津投资发展有限公司,本科,1.5-2万·13薪,5-7年,上海
软件工程师（换电柜产品）,通信/电信/网络设备,广东通宇通讯股份有限公司,硕士,1.5-2.2万·14薪,3-4年,中山
抖音运营,服装/纺织/皮革,上海蔓秋服饰有限公司,大专,6千-1万,2年,上海
产品文案策划,快速消费品(食品、饮料、化妆品),广州市卓多姿化妆品有限公司,大专,3-6千,2年,广州
留学申请顾问,专业服务(咨询、人力资源、财会),北京新东方前途出国咨询有限公司合肥分公司,本科,5-8千,2年,合肥
法医临床鉴定人,检测，认证,四川中信司法鉴定中心,本科,4.5-6千,5-7年,成都
机电安装总监,房地产,南京德盈龙华置业有限公司,大专,2-2.5万,10年以上,南京
化妆品备案专员,快速消费品(食品、饮料、化妆品),广州市卓多姿化妆品有限公司,大专,4-5.5千,2年,广州
客服文员,生活服务,广东中科沉香科技有限公司,中技/中专,3.5-4千,1年,东莞
QA/QS/验货员/技师(安全鞋）,贸易/进出口,东莞葛天那鞋袋制造有限公司,中技/中专,1-2万,10年以上,东莞
售前技术支持工程师,电气/电力/水利,河南四达电力设备股份有限公司,本科,4-6千,1年,许昌
市场主管,教育/培训/院校,深圳市南山区道新学校,大专,20-25万/年,1年,深圳
焊接工程师,汽车,上海敏孚汽车饰件有限公司,大专,1.2-1.8万,5-7年,上海
ME技术员,电子技术/半导体/集成电路,深圳市杉川机器人有限公司,中技/中专,6-8千,1年,深圳
安环主管,建筑/建材/工程,浙江诺盾消防科技有限公司,大专,8千-1.2万,3-4年,绍兴
激光切割机技术工程师,机械/设备/重工,苏州海奕激光科技有限公司,大专,7-8.5千·13薪,2年,苏州
物业管家（公寓/五险一金）,物业管理/商业中心,江苏安邦物业服务集团股份有限公司佛山分公司,大专,5.5-7千,2年,佛山
特肥销售大区总监,农/林/牧/渔,广西多得乐生物科技有限公司,大专,8千-1.2万,2年,南宁
服务顾问-西安灞桥保时捷,汽车,西安捷众汽车销售服务有限公司,大专,1.5-2.5万,3-4年,西安
设计师,服装/纺织/皮革,广州柳乐服饰有限公司,大专,6千-1.2万,3-4年,广州
医药推广专员（应届生优先）,制药/生物工程,丽珠医药集团股份有限公司,大专,5-7千,无需经验,大连
外贸跟单员,服装/纺织/皮革,广州可妮服饰有限公司,大专,6千-1万,3-4年,广州
机械工程师,机械/设备/重工,广州捷晟自动化控制设备有限公司,本科,1.2-2.4万,3-4年,广州
新梯销售主管,房地产,日立电梯（中国）有限公司杭州工程有限公司,大专,1.3-2.5万·13薪,3-4年,台州
仓库管理员,电子技术/半导体/集成电路,宁波粒上光电有限公司,高中,4-4.5千,2年,宁波
项目总经理/物流经理,交通/运输/物流,四川省巴蜀物流集团有限公司,大专,1.5-2.5万,8-9年,钦州
销售代表,机械/设备/重工,艾佩达电子通信设备（上海）有限公司,大专,1-1.5万,1年,上海
速冻调理生产总监（桂花马蹄等马蹄系列产品）,贸易/进出口,海南景领国际贸易有限公司,大专,1.5-2万·13薪,5-7年,桂林
NPI项目工程师,计算机硬件,深圳市安卫普科技有限公司,本科,1.2-1.6万·13薪,3-4年,深圳
操作员/包装工/灌装工/普工,快速消费品(食品、饮料、化妆品),润本生物技术股份有限公司,,4-6千,1年,广州
产品摄像师,贸易/进出口,摩米士科技（深圳）有限公司,大专,1.3-1.5万,3-4年,深圳
区域销售经理（交换机/智能运维箱）,通信/电信/网络设备,深圳市巨联高科技有限公司,大专,8千-1.6万,3-4年,深圳
土建工程师,物业管理/商业中心,上海东津投资发展有限公司,本科,1.5-2万,5-7年,上海
土建项目经理,建筑/建材/工程,江西中昌建设工程有限公司,大专,2-3万,10年以上,南昌
销售外呼（华星奔驰武侯店）,汽车,华星锦业集团有限公司,高中,6千-1.2万,无需经验,成都
外贸业务员,家具/家电/玩具/礼品,广东力丰电器有限公司,大专,8千-1.5万,3-4年,惠州
采购主管/经理,多元化业务集团公司,深圳市神州通投资集团有限公司,本科,1.2-2万,5-7年,深圳
法务经理,建筑/建材/工程,江西中昌建设工程有限公司,本科,1.5-1.8万,5-7年,南昌
Factory Auditor 验厂员,贸易/进出口,本泽商贸（上海）有限公司,大专,9千-1.5万·13薪,1年,上海
车间领班,机械/设备/重工,宁波市旭马吊索工具有限公司,,5-8千,3-4年,宁波
焊接技术员,电子技术/半导体/集成电路,深圳市华普微电子股份有限公司,大专,6.5-7.5千·13薪,2年,深圳
客户经理,建筑/建材/工程,广州鹏基装饰涂料有限公司,高中,8千-1万,3-4年,广州
维护技术员,汽车,艾默林汽车活动组件（无锡）有限公司,中技/中专,6-8千·13薪,3-4年,无锡
视频拍摄&视频剪辑（急聘）,教育/培训/院校,云南弘益职业培训学校有限公司,大专,5千-1万,1年,昆明
普工操作工/开机操作工,快速消费品(食品、饮料、化妆品),上海根莱食品有限公司,高中,5.5-7千,1年,上海
物流跟单员,电子技术/半导体/集成电路,深圳市数码龙电子有限公司,大专,6-8千,1年,深圳
出纳,房地产,四川华夏新财富商业管理有限公司,大专,4-7千,2年,成都
淘宝客服,机械/设备/重工,上海三克激光科技有限公司,大专,6千-1万·13薪,2年,上海
品质工程师,机械/设备/重工,广东美特机械有限公司,大专,7千-1万,3-4年,佛山
小米/华为店员,互联网/电子商务,都比比(江苏)网络信息技术有限公司,高中,6-9千,1年,南京
销售工程师（涂料油墨胶粘剂原料）,贸易/进出口,广州市龙慧贸易有限公司,大专,5千-1万,1年,广州
培训技术员,快速消费品(食品、饮料、化妆品),卓高泰（广州）材料科技有限公司,中技/中专,6-7千,无需经验,嘉兴
公司领导司机,房地产,陕西宏奥实业发展有限公司泾阳分公司,高中,3.5-4千,1年,西安
投资经理,多元化业务集团公司,嘉兴长三角创新投资集团有限公司,硕士,15-25万/年,3-4年,嘉兴
高压电工,快速消费品(食品、饮料、化妆品),上海芝享食品科技有限公司,中技/中专,1-1.1万,3-4年,上海
DHL物流销售/国际货代/高提成,交通/运输/物流,深圳市泰嘉物流有限公司,大专,5千-1万·13薪,1年,深圳
江西福建省区经理,快速消费品(食品、饮料、化妆品),广州昕润生物科技有限公司,高中,6千-1万,5-7年,广州
CNC调机技术员,仪器仪表/工业自动化,深圳市默孚龙科技有限公司,,8千-1万,3-4年,东莞
销售代表,原材料和加工,广东红日星实业有限公司,高中,6千-1.2万,1年,昆山
免税店酒类导购,广告,上海中智营销服务有限公司,中技/中专,8千-1万,无需经验,北京
投标资料员,计算机软件,四川耀南电子有限公司,大专,5-7千,2年,绵阳
体系工程师,机械/设备/重工,珠海蓝图运动科技股份有限公司,大专,6千-1万·13薪,3-4年,珠海
销售经理,医疗设备/器械,江苏赛康医疗设备股份有限公司,大专,8千-1.4万,2年,上海
销售经理,交通/运输/物流,上海大田国际货运有限公司,大专,1-2万,5-7年,上海
项目经理,计算机软件,四川耀南电子有限公司,大专,6千-1.2万,2年,绵阳
汽车用品销售龙华,汽车零配件,深圳市美富实业发展有限公司,高中,8千-1.6万,1年,深圳
苏州租售负责人,中介服务,浙江幸福绿城房地产经纪有限公司,大专,1-1.5万,5-7年,苏州
OTC省区经理,制药/生物工程,丽珠医药集团股份有限公司,大专,1-1.5万,3-4年,广东省
电气工程师（半导体方向）,学术/科研,武汉数字化设计与制造创新中心有限公司,本科,1.2-1.8万·15薪,3-4年,武汉
项目工程师,机械/设备/重工,锐奇控股股份有限公司,本科,1-1.5万,3-4年,上海
房产经纪人,中介服务,浙江幸福绿城房地产经纪有限公司,大专,3-6千,1年,苏州
医药销售经理,制药/生物工程,丽珠医药集团股份有限公司,大专,1-1.5万,3-4年,大连
机械工程师,学术/科研,武汉数字化设计与制造创新中心有限公司,本科,1-1.2万,5-7年,武汉
区域销售经理（高薪诚聘）,仪器仪表/工业自动化,广州铂高标识技术有限公司,大专,15-30万/年,3-4年,广州
外贸跟单员,服装/纺织/皮革,广州可妮服饰有限公司,大专,6千-1万,3-4年,广州
华东区域经理,制药/生物工程,丽珠医药集团股份有限公司,大专,2-3万,5-7年,上海
劲牌产品大客户经理,快速消费品(食品、饮料、化妆品),武汉市劲德广商贸有限公司,大专,8千-1.2万,1年,武汉
谈判公关,物业管理/商业中心,云南永旺市场管理股份有限公司,本科,6-8千,3-4年,昆明
销售工程师（工作地：北京）,制药/生物工程,上海安净生物技术有限公司,大专,6千-1万,无需经验,北京
销售经理,原材料和加工,上海高恒材料科技有限公司,大专,25-37万/年,3-4年,惠州
项目工程师,汽车零配件,广州富强尔汽车科技有限公司,大专,5-8千,无需经验,佛山
数通售前工程师,计算机软件,宁波远古超传科技有限公司,本科,1-2万·13薪,3-4年,宁波
物业工程维修,物业管理/商业中心,四川滨江鼎信物业服务有限公司成都分公司,高中,4.5-5.5千·13薪,1年,西安
装配电工（自动化设备）,机械/设备/重工,广东冈田智能科技有限公司,初中及以下,7千-1万,1年,东莞
运营专员,贸易/进出口,深圳市博为凯科技有限公司,大专,5千-1万,1年,深圳
花稿图案设计师,互联网/电子商务,广州启维科技技术有限公司,大专,9千-1.3万·13薪,2年,广州
董事长专职司机,物业管理/商业中心,四川滨江鼎信物业服务有限公司成都分公司,大专,7-8千,3-4年,成都
投标资料员,计算机软件,四川耀南电子有限公司,大专,5-7千,2年,绵阳
建筑行业税务会计,建筑/建材/工程,武汉佳仁峰发建筑工程有限公司,大专,5-6千,5-7年,武汉
海外推广主管,互联网/电子商务,广州启维科技技术有限公司,大专,1.2-2万·13薪,3-4年,广州
中文教师,教育/培训/院校,深圳市南山区若叶学园培训中心,本科,3-5千,1年,深圳
销售经理,交通/运输/物流,上海大田国际货运有限公司,大专,1-2万,5-7年,上海
苏州租售负责人,中介服务,浙江幸福绿城房地产经纪有限公司,大专,1-1.5万,5-7年,苏州
品质主管,家居/室内设计/装潢,宁波凯祥家居有限公司,大专,6-9千,3-4年,宁波
装卸工,家具/家电/玩具/礼品,广东鸿美达科技有限公司,,4.5-5.5千,无需经验,江门
海外代理销售,交通/运输/物流,上海大田国际货运有限公司,大专,8千-1.5万,3-4年,上海
渠道销售经理,建筑/建材/工程,深圳好博窗控技术股份有限公司,大专,10-20万/年,2年,佛山
等级保护测评师,计算机软件,云南联创网安科技有限公司,本科,6千-1万,2年,昆明
OTC省区经理,制药/生物工程,丽珠医药集团股份有限公司,大专,1-1.5万,3-4年,广东省
市场文案策划,服装/纺织/皮革,深圳市杰西服装有限责任公司,大专,7-9千,3-4年,深圳
保温杯模具工,贸易/进出口,广东木森日用品有限公司,中技/中专,1-1.4万,5-7年,阳江
解决方案经理,环保,无锡康宇水处理设备有限公司,大专,10-20万/年,5-7年,杭州
区域销售总监,机械/设备/重工,上海同泰火安科技有限公司,大专,40-70万/年,10年以上,广州
中山营运主管,批发/零售,盛世长运（广东）体育股份有限公司,大专,7千-1万,2年,中山
研发助理工程师,贸易/进出口,广东木森日用品有限公司,大专,5-8千,2年,阳江
二手车评估师,汽车,东莞奥泽汽车销售服务有限公司,大专,5-8千,1年,东莞
区域销售总监,机械/设备/重工,上海同泰火安科技有限公司,大专,40-70万/年,10年以上,广州
Commercial Executive,家具/家电/玩具/礼品,dyson,本科,18-20万/年,1年,上海
销售主管（常驻安徽）,计算机软件,苏州华朋实业有限公司,中技/中专,6千-1.2万,3-4年,苏州
财务岗,金融/投资/证券,深圳睿涛资产管理有限公司,本科,6-8千,1年,南京
生产计划员,石油/化工/矿产/地质,江苏晶华新材料科技有限公司,大专,5-7千,2年,内江
数码网屏L350机长,印刷/包装/造纸,盈彩（恩平）包装科技有限公司,中技/中专,5-7千,2年,江门
美工,服装/纺织/皮革,浙江敦奴联合实业股份有限公司,大专,5-7千,1年,海宁
UED,电子技术/半导体/集成电路,河南菠菜包电子科技有限公司,本科,4-6千,3-4年,郑州
幼儿园教师（主班/副班）,教育/培训/院校,东莞市城市智库教育咨询有限公司,中技/中专,3-5千,1年,东莞
数码网屏L350机长,印刷/包装/造纸,盈彩（恩平）包装科技有限公司,中技/中专,5-7千,2年,江门
销售工程师（锂电设备）,机械/设备/重工,深圳市尚水智能股份有限公司,大专,1-1.5万·24薪,3-4年,苏州
装配钳工,机械/设备/重工,杭州永创智能设备股份有限公司,,8-10万/年,1年,杭州
采购,电子技术/半导体/集成电路,现代机器人（江苏）有限公司,大专,6千-1万·14薪,3-4年,常州
店员/无晚班/五险一金/番禺市桥,批发/零售,广州海之声听力商贸有限公司,高中,4-8千,3-4年,广州
储备干部,通信/电信/网络设备,江西开泰红旗科技有限公司,大专,4-8千,无需经验,九江
招商专员,房地产,云南金来科技产业发展有限公司,高中,4-6千,2年,昆明
外派出差8k+带薪培训+差旅全报,环保,西安森诺德环保科技有限公司,中技/中专,8千-1.6万,3-4年,西安
课程设计师,学术/科研,上海励晶科技发展有限公司,本科,7千-1万,1年,上海
Application Engineer,汽车,美视伊汽车镜控（苏州）有限公司,本科,1.6-2.1万·13薪,3-4年,苏州
城市经理,快速消费品(食品、饮料、化妆品),妙飞江苏食品科技有限公司,大专,9千-1.5万,3-4年,淄博
销售经理,快速消费品(食品、饮料、化妆品),广州市泰迪熊婴幼儿用品有限公司,大专,1.2-2万,5-7年,南京
全屋定制储备店长,建筑/建材/工程,广西佳珮商贸有限公司,中技/中专,5-9千,3-4年,南宁
Compliance Clerk,银行,盘谷银行（中国）有限公司,本科,1-1.6万,3-4年,上海
前台收银,医疗/护理/卫生,广州市东源中医门诊部有限公司,中技/中专,4-6千,1年,广州
销售专员,通信/电信/网络设备,上海执讯智能科技有限公司,大专,7千-1万,1年,上海
嵌入式软件工程师,电子技术/半导体/集成电路,西安纵横海电子科技有限责任公司,本科,1-2万,1年,西安
天猫推广,互联网/电子商务,广州小皮文化传媒有限公司,大专,6千-1万,3-4年,广州
金蝶ERP工程师,环保,苏州梅克兰循环科技有限公司,大专,9千-1.3万,3-4年,苏州
俄罗斯市场运营总监,电子技术/半导体/集成电路,多美达电子（深圳）有限公司,本科,2-4万,3-4年,深圳
物业消防主管,物业管理/商业中心,上海地产酒店管理有限公司,大专,6-8千,3-4年,上海
轻奢服装PYE店员（上海港汇恒隆）,服装/纺织/皮革,广东溢达纺织有限公司,中技/中专,8千-1.6万,2年,上海
UI设计师,互联网/电子商务,深圳座联互动科技有限公司,本科,1.2-1.6万,3-4年,深圳
仓库配送（城配）,交通/运输/物流,东莞市快准好汽车服务有限公司,,1-1.8万,无需经验,东莞
抖音运营专员,互联网/电子商务,广州市乐华鸿盛贸易有限公司,大专,5-8千,1年,广州
区域销售总监,机械/设备/重工,上海同泰火安科技有限公司,大专,40-70万/年,10年以上,广州
仓库管理员（工程部）,快速消费品(食品、饮料、化妆品),上海极睿食品销售有限公司,大专,5.5-6.5千,2年,上海
研发助理工程师,贸易/进出口,广东木森日用品有限公司,大专,5-8千,2年,阳江
财务主管,家具/家电/玩具/礼品,广东奥马电器股份有限公司,本科,15-20万/年,2年,深圳
财务岗,金融/投资/证券,深圳睿涛资产管理有限公司,本科,6-8千,1年,南京
生产计划员,石油/化工/矿产/地质,江苏晶华新材料科技有限公司,大专,5-7千,2年,内江
Chinese Teacher (Maternity Cover),教育/培训/院校,深圳前海哈罗外籍人员子女学校,本科,1.5-2.5万,3-4年,深圳
自动化工程师,电子技术/半导体/集成电路,慧翰微电子股份有限公司,本科,1-1.5万·14薪,3-4年,福州
数码网屏L350机长,印刷/包装/造纸,盈彩（恩平）包装科技有限公司,中技/中专,5-7千,2年,江门
美工,服装/纺织/皮革,浙江敦奴联合实业股份有限公司,大专,5-7千,1年,海宁
幼儿园教师（主班/副班）,教育/培训/院校,东莞市城市智库教育咨询有限公司,中技/中专,3.5-5千·13薪,1年,东莞
维修工程师,电子技术/半导体/集成电路,慧翰微电子股份有限公司,大专,4-8千·14薪,1年,福州
数码网屏L350机长,印刷/包装/造纸,盈彩（恩平）包装科技有限公司,中技/中专,5-7千,2年,江门
客服,服装/纺织/皮革,浙江敦奴联合实业股份有限公司,高中,6-8千,1年,海宁
幼儿园教师（主班/副班）,教育/培训/院校,东莞市城市智库教育咨询有限公司,中技/中专,3-5千,1年,东莞
售后工程师（乐山）,机械/设备/重工,上海连成（集团）有限公司成都分公司,大专,4.5-9千·13薪,2年,乐山
精装设计总监,房地产,深圳市明昇发展有限公司,本科,3-6万·15薪,5-7年,深圳
装配钳工,机械/设备/重工,杭州永创智能设备股份有限公司,,8-10万/年,1年,杭州
采购,电子技术/半导体/集成电路,现代机器人（江苏）有限公司,大专,6千-1万·14薪,3-4年,常州
物料管理,建筑/建材/工程,益科德（上海）有限公司,大专,6-8千·13薪,1年,无锡
STM32/DSP嵌入式软件工程师,电子技术/半导体/集成电路,上海直能电力电子有限公司,本科,2-3.8万,3-4年,上海
外贸销售经理,电子技术/半导体/集成电路,柯依努（苏州）精密光电有限公司,本科,6千-1万·13薪,2年,常熟
冲压模具设计,机械/设备/重工,捷特蓝德机电无锡有限公司,大专,8千-1.5万,5-7年,无锡
操作工,汽车,宁波路润冷却器制造有限公司,,6-8千,1年,宁波
医药市场产品主管,制药/生物工程,天赋藏宝（北京）生物科技有限公司,本科,9千-1.2万,1年,北京
销售工程师,电子技术/半导体/集成电路,柯依努（苏州）精密光电有限公司,大专,6千-1.2万,2年,常熟
品质主管,机械/设备/重工,捷特蓝德机电无锡有限公司,大专,0.8-1万,5-7年,无锡
萌宠饲养员,房地产,云南丹彤集团文化旅游有限公司,中技/中专,5-6千,3-4年,昆明
QE主管,新能源,常州斯威克光伏新材料有限公司,大专,1.5-2万,3-4年,常州
机械设计工程师,电子技术/半导体/集成电路,柯依努（苏州）精密光电有限公司,大专,1.5-1.8万,3-4年,常熟
客服专员,机械/设备/重工,捷特蓝德机电无锡有限公司,大专,4.5-6千,3-4年,无锡
Customer Service Coordinator 海运客服代表,交通/运输/物流,德莎国际货运代理（上海）有限公司,大专,6-8千·13薪,3-4年,武汉
办公室文员（眉县）,仪器仪表/工业自动化,宝鸡市诚信工业气体有限公司,大专,3.5-5千,3-4年,宝鸡
装配钳工,电子技术/半导体/集成电路,柯依努（苏州）精密光电有限公司,中技/中专,5-7千,2年,常熟
阿里国际站运营,机械/设备/重工,广州惠立彩电子科技有限公司,大专,8千-1.5万,3-4年,广州
淘宝运营,会计/审计,广东桓好实业股份有限公司,大专,6千-1万,1年,广州
高级自控工程师,电子技术/半导体/集成电路,南京艾艾图智能科技有限公司,本科,1.2-2万,3-4年,南京
生管/机床操作员,环保,日初环保科技（南通）有限公司,大专,5-5.5千,1年,南通
产品结构工程师,贸易/进出口,广东木森日用品有限公司,大专,1.1-1.5万,5-7年,阳江
主动营销专员/主管/经理,建筑/建材/工程,佛山市大角鹿大理石瓷砖有限公司,高中,5千-1万,1年,佛山
机械设计工程师,汽车,江苏美丽狮汽车服务有限公司,本科,1.1-1.5万,3-4年,昆山
装配工,机械/设备/重工,南京申马电机有限责任公司,高中,4-7千,3-4年,南京
维修工,石油/化工/矿产/地质,上海拜高高分子材料有限公司,,6-8千·13薪,3-4年,上海
大客户经理（机床行业）,机械/设备/重工,山东嘉瑞工业发展有限公司,高中,8千-1万,3-4年,潍坊
机械设计工程师,汽车,江苏美丽狮汽车服务有限公司,本科,1.1-1.5万,3-4年,昆山
销售工程师,批发/零售,上海凯泉给水工程有限公司苏州分公司,本科,6千-1.2万,2年,无锡
销售经理,机械/设备/重工,苏州云众机械设备有限公司,大专,30-60万/年,3-4年,苏州
大客户经理（机床行业）,机械/设备/重工,山东嘉瑞工业发展有限公司,高中,8千-1万,3-4年,烟台
资材主管,仪器仪表/工业自动化,重庆辉生泰新材料科技有限公司,本科,1.5-2.5万·13薪,5-7年,苏州
助理工艺工程师-实习生,汽车,上海君屹工业自动化股份有限公司,本科,5千-1万,无需经验,上海
采购,仪器仪表/工业自动化,苏州八零七智能科技有限公司,大专,6千-1万·13薪,2年,苏州
嵌入式软件工程师,家具/家电/玩具/礼品,澳兰斯健康产业有限公司,大专,1.3-2.5万,5-7年,广州
人事行政总监,仪器仪表/工业自动化,重庆辉生泰新材料科技有限公司,本科,1.5-2.5万·13薪,5-7年,苏州
客服专员,酒店/旅游,珠海海贝国际旅行社有限公司,中技/中专,4-6千,1年,珠海
机电安装专业监理员,专业服务(咨询、人力资源、财会),昆山市建设咨询监理有限公司,中技/中专,5-6千,1年,昆山
进口油销售,贸易/进出口,上海肆巢进出口有限公司,大专,20-30万/年,无需经验,上海
车间核算员,电子技术/半导体/集成电路,常州丰盛光电科技股份有限公司,高中,3.5-4千,无需经验,常州
外贸跟单,批发/零售,广东乐居日用品有限公司,大专,6-8千,1年,清远
人力资源经理,仪器仪表/工业自动化,江苏高凯精密流体技术股份有限公司,本科,2-3万·13薪,8-9年,常州
美工,服装/纺织/皮革,浙江敦奴联合实业股份有限公司,大专,5-7千,1年,海宁
UED,电子技术/半导体/集成电路,河南菠菜包电子科技有限公司,本科,4-6千,3-4年,郑州
维修工程师,电子技术/半导体/集成电路,慧翰微电子股份有限公司,大专,4-8千·14薪,1年,福州
数码网屏L350机长,印刷/包装/造纸,盈彩（恩平）包装科技有限公司,中技/中专,5-7千,2年,江门
客服,服装/纺织/皮革,浙江敦奴联合实业股份有限公司,高中,6-8千,1年,海宁
幼儿园教师（主班/副班）,教育/培训/院校,东莞市城市智库教育咨询有限公司,中技/中专,3-5千,1年,东莞
售后工程师（乐山）,机械/设备/重工,上海连成（集团）有限公司成都分公司,大专,4.5-9千·13薪,2年,乐山
销售工程师（锂电设备）,机械/设备/重工,深圳市尚水智能股份有限公司,大专,1-1.5万·24薪,3-4年,苏州
精装设计总监,房地产,深圳市明昇发展有限公司,本科,3-6万·15薪,5-7年,深圳
装配钳工,机械/设备/重工,杭州永创智能设备股份有限公司,,8-10万/年,1年,杭州
采购,电子技术/半导体/集成电路,现代机器人（江苏）有限公司,大专,6千-1万·14薪,3-4年,常州
外贸经理（耳机）,电子技术/半导体/集成电路,深圳市汉科电子股份有限公司,大专,1-2万,2年,东莞
物料管理,建筑/建材/工程,益科德（上海）有限公司,大专,6-8千·13薪,1年,无锡
STM32/DSP嵌入式软件工程师,电子技术/半导体/集成电路,上海直能电力电子有限公司,本科,2-3.8万,3-4年,上海
销售经理,电子技术/半导体/集成电路,柯依努（苏州）精密光电有限公司,大专,6千-1.2万,3-4年,常熟
模具钳工,电子技术/半导体/集成电路,上海辛倍克电子科技有限公司,中技/中专,5-8千,2年,上海
冲压模具设计,机械/设备/重工,捷特蓝德机电无锡有限公司,大专,8千-1.5万,5-7年,无锡
销售助理/销售内勤,电子技术/半导体/集成电路,上海直能电力电子有限公司,本科,7千-1.4万,1年,上海
外贸销售经理,电子技术/半导体/集成电路,柯依努（苏州）精密光电有限公司,本科,6千-1万·13薪,2年,常熟
操作工,汽车,宁波路润冷却器制造有限公司,,6-8千,1年,宁波
采购员,汽车零配件,宁波捷司科技有限公司,大专,5-8千·13薪,2年,宁波
注塑模具工程师,汽车,重庆双英汽车配件制造有限公司,大专,8千-1万,3-4年,重庆
单片机软件工程师,电子技术/半导体/集成电路,深圳市梁依智能科技有限公司,本科,1-2万,3-4年,深圳
胶粘剂销售工程师,电子技术/半导体/集成电路,上海誉向电子科技有限公司,大专,7-8千,2年,上海
国内外业务助理/跟单,医疗设备/器械,永岳医疗科技（昆山）有限公司,大专,4.5-6千,2年,昆山
成本会计助理,电子技术/半导体/集成电路,新美亚电子（深圳）有限公司,大专,5-8千,1年,深圳
区域大客户销售经理,交通/运输/物流,近铁国际物流（中国）有限公司上海分公司,大专,2-3万·13薪,5-7年,上海
研发实验员（双休，清远工作）,石油/化工/矿产/地质,清远升华新材料科技有限公司,大专,3.5-5千,无需经验,清远
律师助理,法律,广东笃一律师事务所,本科,3.5-5千,无需经验,广州
材料化学行业销售工程师,检测，认证,上海微谱检测科技集团股份有限公司,本科,1.5-3万·13薪,1年,上海
KA Sales 大客户销售（货代）,交通/运输/物流,近铁国际物流（中国）有限公司上海分公司,大专,1.5-2万·13薪,3-4年,上海
